f	type
446	a
150	ɨ
138	i
135	r
122	u
110	n
92	m
80	l
76	j
75	e
70	k
63	w
60	g
54	o
54	b
53	d
52	s
48	χ
43	k'
41	ä
37	č
35	t'
34	ʁ
33	q'
33	lʲ
32	t
30	z
27	š
25	x
25	č'
24	ɢ
20	ǯ
18	p
18	nʲ
18	χˤ
14	q'ˤ
13	c'
12	c
11	aˤ
10	ʁˤ
10	h
10	ž
9	tʲ
9	qˤ
6	ɣ
5	q'ʷ
5	q
5	f
5	t'ʲ
5	k'ʷ
5	oˤ
5	ʔ
4	kʲ
4	ɨˤ
4	xʲ
4	uˤ
3	šː
3	kː
3	tː
3	k'ʲ
3	v
3	kʷ
3	qː
3	χʷ
3	dʲ
2	p'
2	qʷ
2	ɢˤ
2	sː
2	xː
1	χʷˤ
1	gʷ
1	qːˤ
1	qʷˤ
1	q'ʷˤ
1	ʁʷ
1	tʷ
1	čː
1	sʲ
1	xːʷ
1	χː
1	χːˤ
1	gʲ
1	ǯʷ
1	
