f	type
552	a
208	u
181	r
134	e
127	l
113	i
104	m
89	n
63	b
56	d
43	k'
42	g
40	t'
35	q'
33	q
33	sː
32	z
30	ʕ
28	cː
27	tː
26	č'
25	č
25	t
25	kː
22	qː
22	c'
22	aˤ
19	k
19	š
19	j
17	s
17	χ
17	w
15	χː
15	xː
14	ž
14	šː
12	qːˤ
12	pː
12	q'ˤ
12	ʁ
11	c
10	x
10	p
10	čː
9	h
9	χˤ
9	ʁˤ
8	qˤ
7	ḁ
6	χːˤ
6	ʜ
5	u̥
5	k'ʷ
5	gʷ
4	aːˤ
4	χːʷ
3	kːʷ
3	uˤ
3	p'
3	kʷ
3	q'ʷˤ
3	ʁʷ
3	qːʷ
2	χʷˤ
2	qːʷˤ
2	qʷ
2	xːʷ
1	aː
1	eː
1	ʕʷ
1	xʷ
1	i̥
1	q'ʷ
1	χːʷˤ
1	qʷˤ
1	
