f	type
312	i
283	a
203	u
190	o
172	r
157	n
118	l
96	e
85	m
75	b
54	h
45	k'
34	s
34	č'
34	c'ː
33	č
32	š
32	ʟ'
29	k
27	d
27	g
27	ɬ
26	j
25	ʁ
24	t'
23	q'
22	χ
19	ž
18	q
17	t
14	ɢ
14	kʷ
14	c'
13	sː
13	χː
13	w
12	z
11	k'ʷ
11	šː
11	č'ː
10	p
9	ʟ
8	χʷ
8	cː
7	ɢʷ
7	kː
6	c
6	ʔ
4	gʷ
4	k'ː
4	ʁʷ
3	ɬː
3	čː
2	q'ʷ
2	qʷ
2	ǯ
2	ĩ
1	ũ
1	gː
1	χːʷ
1	oˤ
1	k'ːʷ
1	dː
1	
