f	type
608	a
238	i
190	u
144	n
132	r
113	e
102	b
95	h
77	m
73	l
44	ʟ'
44	o
43	c
36	j
36	q'
33	k'ʲ
31	s
30	χ
29	t'
28	ʁ
27	č
27	ɬ
24	c'
21	č'
21	t
20	kʲ
20	kʷ
17	sː
17	ʟ
17	k
17	q
15	ž
15	šː
15	z
15	w
13	aː
13	χː
12	k'
12	k'ʷ
12	čː
11	gʲ
10	p
9	g
9	kː
8	q'ʷ
8	ũ
7	χʷ
7	ʁʷ
7	ʜ
7	š
7	d
6	gʷ
6	kːʲ
5	ĩ
5	eː
5	žʷ
4	xː
3	kːʷ
2	ʔʷ
2	ɬː
2	ẽ
2	χːʷ
2	hʷ
2	čʷ
2	oː
2	ĩː
2	ʟ'ʷ
1	ʕ
1	ã
1	xːʷ
1	uː
1	ãː
1	č'ʷ
1	xːʲ
1	sːʷ
1	qʷ
1	kʲʷ
1	
