f	type
335	a
166	r
124	l
121	e
120	i
105	n
87	m
79	ɨ
64	χ
59	k
58	u
45	g
45	ü
43	č
42	s
41	ä
40	j
39	d
37	q'
35	k'
35	t
34	š
32	k̃
31	c'
31	w
30	b
30	q̃
26	č'
26	z
24	p̃
23	f
21	t'
18	t̃
18	p
18	c̃
17	ʁ
13	χʷ
13	h
11	ž
10	q
10	c
9	k'ʷ
8	p'
8	x
8	kʷ
8	ʔ
8	ʕ
7	q̃ʷ
5	ʁʷ
4	č̃
4	čː
3	k̃ʷ
3	čʷ
3	šʷ
3	sʷ
3	t'ʷ
2	tʷ
2	c̃ʷ
2	č'ʷ
2	q'ʷ
2	t̃ʷ
1	qᶣ
1	gʷ
1	cᶣ
1	χʲ
1	ʜ
1	ǯ
1	c'ʷ
1	kᶣ
1	žʷ
1	o
1	
