f	type
359	a
264	u
257	i
217	r
146	l
130	n
120	m
70	e
68	χ
60	b
60	d
52	g
50	š
45	ʁ
44	s
44	j
39	ǯ
39	k
38	k'
37	q'
31	t'
31	č
30	z
30	č'
29	c'
28	ʁˤ
24	h
23	w
22	s̊
20	t
18	f
17	q'ˤ
17	ʔ
16	p
16	χˤ
15	ü
15	tː
14	kː
12	x
11	čː
8	qˤ
8	c̊
8	q
8	cː
7	k'ʷ
7	c
7	ɣ
7	aˤ
7	qːˤ
6	ʁʷ
6	ž
6	pː
5	ʒ
5	ʒ̊
5	c̊ː
4	c̊'
4	kʷ
4	qː
4	p'
4	qʷ
3	gʷ
2	z̊
2	χʷ
2	qʷˤ
2	ü
2	uˤ
1	v
1	q'ʷ
1	q'ʷˤ
1	'
1	
