f	type
1	c-a-l
1	č-a-g
1	t-u-r
1	d-a-b
1	c'-a-q'ʷ
1	a-n-kʷ
1	c'-u-l
1	h-i-m
1	hʷ-ã
1	kʷ-a-r
1	ʁ-a-m
1	m-i-n
1	n-i-s
1	r-a-n-t'ʷ
1	t-u-χ
1	χ-i-c'ʷ
1	a-tʷ
1	s-e-k'ʷ
1	χ-a-nʷ
1	kʷ-a-h
1	χ-i-n-č'
1	b-a-q'ʷ
1	b-i-k'
1	b-i-k'ʷ
1	ʁ-e-w
1	k'-ũ
1	j-i-k'ʷ
1	qʷ-a
1	ɬ-a-b
1	ʁ-eː
1	ǯ-a-nʷ
1	h-o-k
1	b-aː
1	s'-a-j
1	t'-ã
1	ʜ-o
1	č'-e-l
1	s-u-d
1	a-s
1	j-e-z
1	b-a-xː
1	ɬ-u-n
1	h-a-b
1	b-a-č'ʷ
1	t'-a-n
1	l-a-sː
1	qʷ-a-n-t'
1	č-a-d
1	q'-a-tʷ
1	g-u-r
1	g-ũ
1	d-i-m
1	j-a-χːʷ
1	sː-a-h
1	k-ũː
1	m-u-l
1	s-u
1	s-u-k'
1	ǯ-a-rʷ
1	q'-e
1	k-ĩ
1	z-a-n
1	r-a-k'
1	h-ãː
1	w-a-l
1	h-ã-q'ʷ
1	ʁ-aː-j
1	q'-u-n
1	č'-a-w
1	ɬː-i-m
1	a-m
1	t'-i
1	j-e-q'
1	t-a-w
1	χʷ-a-b
1	č-o
1	č-i-m
1	č-o-č
1	b-e-ʟ'
1	q'-o-h
1	χː-i-l
1	q-ĩ
1	h-a-w
1	ʁ-ũː
1	m-i-q'
1	h-o-b
1	b-a-sː
1	b-i-c
1	ʁ-u-n
1	ʟ'-o-d
1	g-a-n-n
1	ʁ-o-ʁ
1	h-i-r
1	t-i-s'ʷ
1	i-n-cʷ
1	cʷ-d-a
1	č-a-lʷ
1	j-e-h
1	ũ-sː
1	k-u-sː
1	ʁ-i-z
1	q-u-b
1	m-i-zʷ
1	z-a-nʷ
1	ɬː-ĩː
1	t'-a-n-k'
1	sː-i-b
1	a-n-z
1	z-aː
1	χ-u-d
1	c'-aː
1	sː-u-r
1	a-n-cʷ
1	m-u-š
1	j-eː-b
1	j-eː
1	q'-i-nʷ
1	c-i-b
1	sː-e-t'
1	ã-ɬ
1	k-e-č'-ʁ
1	ɬ-a-s'ʷ
1	gʷ-a-j
1	b-e-r
1	t-i-n
1	kʷ-ẽ
1	m-a-ʟ'ʷ
1	p-a-n-n
1	s'-ũ
1	h-i-lʷ
1	d-ãː
1	t'-a-b
1	k'ʷ-i
1	
