f	type
1	r-a-k'
1	l-u-χˤ
1	z-e
1	d-ɨ-d
1	n-u-ǯ
1	b-a-ʁ
1	z-ü
1	b-e-z
1	m-i-l
1	č-e-kʲ
1	j-i-s
1	ʒ-ɨ
1	ʒ-ɨ-χˤ
1	š-a-m
1	t'-e
1	c'-ɨ-c'
1	l-i-xʲ
1	n-e-t'
1	š-i-t
1	χ-u-k
1	d-a-m
1	p-ɨ-t'
1	t'-u-l
1	r-u-q'
1	b-ɨ-χ
1	ǯ-u
1	č'-ɨ
1	χ-ɨ-n
1	ʁʷ-a-b
1	ɢ-u-c'
1	hˤ-u-χˤ
1	m-a-χʷˤ
1	č'-u-l
1	u-q'
1	s-u-r
1	k-e-š
1	š-ɨ
1	n-a-c'
1	m-a-ɢ
1	ɢ-u-l
1	z-a-z
1	e-č
1	χˤ-ɨ-r
1	a-χ
1	z-a-n
1	m-ɨ-l
1	χ-e-d
1	q'ˤ-a-l
1	x-u-r
1	n-i-ɢ
1	ɢ-e
1	n-i-g
1	p-ɨ-l
1	č'-i-č'
1	r-u
1	χˤ-u-b
1	k'-a-χ
1	χ-a-r
1	s-u-k
1	z-u-b
1	χ-u-m
1	g-ɨ-t'
1	ɣ-a-m
1	s-u-m
1	r-ɨ-χ
1	n-a-χʷ
1	q'-i-r
1	n-a-χʷˤ
1	k'-ɨ-l
1	d-ü-k'ʲ
1	ɣ-a-lʲ
1	x-ɨ-t'
1	χˤ-u-r
1	z-ɨ-d
1	q'-e-ʔ
1	x-ɨ-w
1	f-e
1	g-ɨ-r-c
1	p'-ɨ
1	n-e-k
1	d-a-ʔ
1	d-a-d
1	ʁʷˤ-a-r
1	c'-ɨ-d
1	ǯ-a-r
1	g-ɨ-š
1	j-a-k
1	m-a-ʔ
1	r-ɨ-q'
1	ʁ-ɨ
1	q'-e-lʲ
1	χ-e-n
1	i-t
1	l-i-t
1	č-e-j
1	m-a-t
1	j-aː
1	c'-e-c'
1	m-a-g
1	z-u-n
1	č'-i-l
1	q'ʷ-a-n
1	d-a-f
1	k'-ɨ-č'
1	ʔˤ-u-b
1	ʒ-i-r
1	ʒ-e-n
1	l-u-k
1	l-i-j
1	k-a-j
1	ʔ-a-n
1	hˤ-a-s
1	m-a-ʁ
1	χˤ-ɨ
1	w-e
1	ʔ-e-d
1	n-i-ɣ
1	j-i-f
1	b-e-r
1	l-ɨ-n-g
1	ʒ-a-j
1	č'-ɨ-χˤ
1	č'-i
1	n-a-k'
1	b-i-l
1	d-a-r
1	χ-i
1	l-a-q
1	q'ˤ-u-n
1	l-i-d
1	m-ɨ-s
1	χ-a-k
1	k'-a-š
