f	type
1	l-e-n
1	d-u-k'
1	j-a-l
1	č-a-x
1	ǯ-a-r-χ
1	m-u-s
1	k'-i
1	ʡ-a-r
1	b-a-χ
1	qː-ü-n
1	n-e-kː
1	m-a-ʜ
1	č'ʷ-a-ʜ
1	tː-ä-ʡ
1	čː-aˤ-m
1	k'-u-m
1	t-a-l
1	g-a-š
1	n-i-s
1	j-a-kː
1	m-a-w
1	j-a-χʷ
1	r-a-q'
1	χ-i-n-k'
1	ʁ-a
1	ʁ-i-l
1	q'-e-l
1	r-a-g
1	ü-tː
1	ʜ-a-m
1	š-a-w
1	l-a-r
1	l-i-t
1	kː-u-l
1	b-a-r
1	m-a-k
1	qː-u-č
1	w-uˤ
1	kʷ-a
1	n-i-š
1	l-i-w
1	x-a
1	x-a-l
1	b-ä-ʡ
1	č-a-k
1	k'-e-k'ʲ
1	q'-e-q'
1	r-u-c
1	m-a-ʁ
1	u-r
1	kː-a-ʁ
1	k'-e
1	l-u-n-g
1	ǯ-a
1	r-i-n
1	w-a-kːʲ
1	kː-a-l
1	d-e-j
1	r-a-c
1	j-ḁ-k'ʷ
1	ʁ-a-d
1	b-a-q
1	d-a-qː
1	b-a-s
1	m-a-r
1	h-a-z
1	q-e-r-t
1	k'-a-š
1	ʡ-i
1	s-a
1	r-e-w
1	č'-u
1	w-u-l
1	r-a-s
1	t'-i-l
1	q'-u-m
1	tː-u-n
1	m-i-n
1	gʷ-a-d
1	r-a-Ř
1	w-u-č'
1	č-u-χ
1	l-u-k'
1	d-a-ǯ
1	q'-e-c'
1	qː-e-c'
1	s-i-n
1	m-a-n-t
1	ʡ-ü-l
1	q'-u-š
1	l-a-w
1	k-e-p
1	k-i-l
1	k-a-n-t'
1	š-u-š
1	χ-a-n
1	ǯ-a-l
1	qː-a-j
1	č-a-l
1	d-u-č
1	χ-a-w
1	č-u-q'
1	qː-a-m
1	z-e-n
1	ʡ-i-n
1	z-i-l
1	a-r-s
1	r-u-q'
1	i-f
1	ʜ-u-m
1	t'-a-m-s
1	χ-e-l
1	kʷ-a-r
1	ǯ-a-k
1	g-u-l
1	ʡ-ä-gʷ
1	j-a-g
1	z-a-χ
1	b-aˤ
1	g-a-j
1	ǯ-i-n
1	s-ä-ʡ
1	k'ʷ-a-tː
1	w-a-k
1	n-a-qː
1	š-u
1	r-u-m
1	ʜ-a-w-z
1	l-a-t
1	z-e-r
1	f-e-l
1	χ-u-t
1	w-i-t
1	d-e-χ
1	č'-e-k'ʲ
1	w-a-l
1	š-a-l
1	r-a-l
1	ʡ-a-n
1	č-a-n
1	ʡ-a-w
1	t'-a-b
1	c-a-l
1	m-u-r-tː
1	d-u-n
1	m-e-r
1	l-a-ʁ
1	m-a-c
1	x-a-r
1	r-a-kː
1	t'-a-w
1	g-e
1	l-e-gʷ
1	r-a-x̌
1	x̌-u-n
1	a-χʷ
1	s-a-l
1	m-u-x̌
1	χ-u-l
1	kːʷ-a-r
1	r-a-tː
1	x-e-l
1	m-a-r-kʷ
1	r-e-qːʲ
1	m-u-Ř
1	r-a-b
1	q-u-r-č
1	n-e-q'ʷ
1	tː-a-r
1	ʁ-u-n
1	l-a-ʜ-t
1	g-ü
1	k'-a-r
1	h-a-r
1	q-e-r-qʲ
1	l-a-m
1	qː-u-j
1	n-e-c'ʷ
1	r-u-χ
1	ʡ-ü-r
1	ʜ-u-l
1	q'-i-r
1	z-a-w
1	x̌-a-d
1	qː-u-m
1	š-i-m
1	t'-u-r
1	l-u-z
1	g-i-l
1	g-e-n
1	x-e-r
1	t'-i-n-k'
1	r-u-č'
1	ʁ-a-l
1	ü-xʲ
1	g-a-n
1	d-r-i-n-ǯ
1	m-e-r-kːʷ
1	r-i
1	d-i-f
1	χ-u-r-t
1	m-u-r-s
1	c'-a-r-p
1	k-u-m
1	r-ü-qːʲ
1	ʡ-a-kʷ
1	e-qʲ
1	l-a-k
1	r-e-b
1	i-s
1	Ř-a-l
1	c-u-l
1	ʡ-a-r-d
1	ʡ-ü-š
1	g-a-h
1	m-i-r
1	g-a-f
1	d-ü
1	ʡ-ä
1	w-a-r
1	u-n
1	k'-i-n
1	q-u-n
1	i-m-k'ʲ
1	l-u-l
1	z-u
1	k'-e-k'ʷ
1	š-e-j-ʔ
1	m-u-q'
1	č-a-r-kːʷ
1	q'-a-r-f
1	x-i
1	d-u-l-f
1	
