agx-folk,ava-folk,kum-folk,rut-folk,dar-folk,tab-folk,lak-folk,lez-folk,nog-folk,tkr-folk,tat-folk,arch-folk,khv-folk,kar-folk
0.6159135559921415,0.672962226640159,0.6121449559255632,0.6312127236580517,0.7130434782608696,0.6789264413518886,0.6513222331047992,0.6001984126984127,0.5761194029850746,0.6417165668662674,0.5330049261083744,0.669,0.6521308225966304,0.6350947158524427
0.6437125748502994,0.6874391431353457,0.6403940886699507,0.6253658536585366,0.693359375,0.709613478691774,0.6183431952662722,0.6202783300198808,0.6253746253746254,0.631,0.5373134328358209,0.661,0.5898709036742801,0.6021825396825397
0.6279761904761905,0.6959122632103689,0.6243756243756243,0.5836653386454184,0.6812749003984063,0.711864406779661,0.6283448959365708,0.5872382851445663,0.6121635094715853,0.646061814556331,0.525,0.6533864541832669,0.6005917159763313,0.6295928500496525
0.626362735381566,0.718,0.6271186440677966,0.6253746253746254,0.7141444114737884,0.685,0.6413586413586414,0.6353646353646354,0.6177339901477833,0.6403596403596403,0.5226377952755905,0.6583416583416584,0.647,0.6405484818805093
0.608,0.6852589641434262,0.6156901688182721,0.6388616290480864,0.6974206349206349,0.6857142857142857,0.636003956478734,0.6467661691542289,0.5812807881773399,0.6103896103896104,0.5683168316831683,0.6696606786427146,0.5873642645607108,0.6384462151394422
0.6083916083916084,0.707876370887338,0.5992023928215354,0.6223776223776224,0.7012987012987013,0.684106614017769,0.6282306163021869,0.615,0.6254980079681275,0.602780536246276,0.5294117647058824,0.6403162055335968,0.645895153313551,0.6079207920792079
0.5765407554671969,0.7211155378486056,0.5823412698412699,0.6,0.6935960591133005,0.632512315270936,0.6095617529880478,0.6376101860920667,0.5970149253731343,0.635,0.5146198830409356,0.6318407960199005,0.6477045908183633,0.626362735381566
0.5875370919881305,0.7018943170488534,0.5994005994005994,0.6051332675222113,0.733,0.6640079760717846,0.6115537848605578,0.634558093346574,0.615,0.6393606393606394,0.5490196078431373,0.6683316683316683,0.6526946107784432,0.6055776892430279
0.593812375249501,0.7265469061876247,0.599601593625498,0.6447761194029851,0.7157894736842105,0.6481481481481481,0.6266009852216748,0.625,0.6205533596837944,0.6769383697813122,0.5594059405940595,0.6561264822134387,0.6809571286141576,0.6021934197407777
0.6015857284440039,0.715,0.605,0.6013986013986014,0.697029702970297,0.708457711442786,0.6393606393606394,0.6111655239960823,0.5756676557863502,0.656,0.5358898721730581,0.6484607745779544,0.668986083499006,0.6314229249011858
0.591816367265469,0.712,0.6407960199004975,0.6229508196721312,0.7161100196463654,0.6743027888446215,0.625,0.6127744510978044,0.5674876847290641,0.6683266932270916,0.5435643564356436,0.6630218687872763,0.643211100099108,0.647
0.6282306163021869,0.7064676616915423,0.6227722772277228,0.6105054509415263,0.7114427860696517,0.7134328358208956,0.619,0.6191425722831505,0.593812375249501,0.6468253968253969,0.5433070866141733,0.6763236763236763,0.647,0.6049751243781094
0.592482690405539,0.7151219512195122,0.6183816183816184,0.6367265469061876,0.707876370887338,0.6702544031311155,0.6272365805168986,0.6432806324110671,0.5796812749003984,0.6218905472636815,0.5238095238095238,0.6573705179282868,0.611,0.622
0.643141153081511,0.7011834319526628,0.6181455633100698,0.6184857423795477,0.7255489021956087,0.6673326673326674,0.621301775147929,0.6355511420059583,0.613160518444666,0.625,0.5410484668644906,0.6463536463536463,0.649402390438247,0.5419545903257651
0.6564051638530288,0.7182539682539683,0.6123260437375746,0.6124876114965312,0.7256461232604374,0.6839481555333998,0.6304780876494024,0.6254940711462451,0.6061507936507936,0.6041874376869392,0.5365141187925998,0.665,0.6328358208955224,0.654037886340977
0.5834165834165834,0.6904055390702275,0.6357354392892399,0.5970149253731343,0.7365269461077845,0.6814595660749507,0.6395690499510284,0.6583912611717975,0.5758176412289395,0.6482213438735178,0.5423728813559322,0.6739130434782609,0.614314115308151,0.6074950690335306
0.5873642645607108,0.7138613861386138,0.6068965517241379,0.6295928500496525,0.6918489065606361,0.6962151394422311,0.6218905472636815,0.6699801192842942,0.5766932270916335,0.6063936063936064,0.5521951219512196,0.6693227091633466,0.6325719960278053,0.6206554121151936
